mim_number,mim_name,prefix
610737,KINASE SUPPRESSOR OF RAS 2; KSR2,Asterisk
610738,"NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE; SCN3",Number Sign
610739,TRINUCLEOTIDE REPEAT-CONTAINING GENE 6A; TNRC6A,Asterisk
610740,TRINUCLEOTIDE REPEAT-CONTAINING GENE 6B; TNRC6B,Asterisk
610741,TRINUCLEOTIDE REPEAT-CONTAINING GENE 6C; TNRC6C,Asterisk
610742,"MOLONEY LEUKEMIA VIRUS 10, MOUSE, HOMOLOG OF; MOV10",Asterisk
610743,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; SCAR8",Number Sign
610744,IRIS PATTERN,Percent
610745,STIMULATED BY RETINOIC ACID 6; STRA6,Asterisk
610746,DOLICHOL KINASE; DOLK,Asterisk
610747,STERILE ALPHA MOTIF DOMAIN-CONTAINING PROTEIN 4A; SAMD4A,Asterisk
610748,UBIQUITIN-SPECIFIC PROTEASE 28; USP28,Asterisk
610749,KELCH-LIKE 31; KLHL31,Asterisk
610750,ZINC FINGER CCHC DOMAIN- AND RNA-BINDING MOTIF-CONTAINING PROTEIN 1; ZCRB1,Asterisk
610751,PHOSPHORIBOSYL TRANSFERASE DOMAIN-CONTAINING PROTEIN 1; PRTFDC1,Asterisk
610752,URONYL 2-SULFOTRANSFERASE; UST,Asterisk
610753,ALOPECIA AREATA 2; AA2,Percent
610754,"WINGS APART-LIKE PROTEIN, DROSOPHILA, HOMOLOG OF; WAPL",Asterisk
610755,"MULTIPLE ENDOCRINE NEOPLASIA, TYPE IV; MEN4",Number Sign
610756,CEREBROOCULOFACIOSKELETAL SYNDROME 2; COFS2,Number Sign
610757,"CHEMOKINE, CC MOTIF, LIGAND 4-LIKE 2; CCL4L2",Asterisk
610758,CEREBROOCULOFACIOSKELETAL SYNDROME 4; COFS4,Number Sign
610759,CORNELIA DE LANGE SYNDROME 3; CDLS3,Number Sign
610760,CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 2,Percent
610761,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 5,Percent
610762,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6; HDLCQ6,Number Sign
610763,N-ACETYLNEURAMINIC ACID PHOSPHATASE; NANP,Asterisk
610764,BENZODIAZAPINE RECEPTOR (PERIPHERAL)-ASSOCIATED PROTEIN 1; BZRAP1,Asterisk
610765,MOVED TO 602400,Caret
610766,MEIOSIS-SPECIFIC NUCLEAR STRUCTURAL PROTEIN 1; MNS1,Asterisk
610767,AUTOPHAGY 16-LIKE 1; ATG16L1,Asterisk
610768,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Im; CDG1M",Number Sign
610769,"NUCLEOLAR COMPLEX-ASSOCIATED PROTEIN 3, S. CEREVISIAE, HOMOLOG OF; NOC3L",Asterisk
610770,"NUCLEOLAR COMPLEX-ASSOCIATED PROTEIN 2, S. CEREVISIAE, HOMOLOG OF; NOC2L",Asterisk
610771,CHROMODOMAIN HELICASE DNA-BINDING PROTEIN 5; CHD5,Asterisk
610772,NK6 HOMEOBOX 3; NKX6-3,Asterisk
610773,MITOCHONDRIAL PHOSPHATE CARRIER DEFICIENCY,Number Sign
610774,CANOPY FGF SIGNALING REGULATOR 3; CNPY3,Asterisk
610775,TP53-INDUCED GLYCOLYSIS AND APOPTOSIS REGULATOR; TIGAR,Asterisk
610776,DAMAGE-REGULATED AUTOPHAGY MODULATOR 1; DRAM1,Asterisk
610777,NEUROGUIDIN; NGDN,Asterisk
610778,"GUANINE NUCLEOTIDE-BINDING PROTEIN, BETA-1-LIKE; GNB1L",Asterisk
610779,NUCLEOTIDE-BINDING PROTEIN 2; NUBP2,Asterisk
610780,"LARGE SUBUNIT GTPase 1, S. CEREVISIAE, HOMOLOG OF; LSG1",Asterisk
610781,GUANOSINE MONOPHOSPHATE REDUCTASE 2; GMPR2,Asterisk
610782,MICRO RNA 29A; MIR29A,Asterisk
610783,MICRO RNA 29B1; MIR29B1,Asterisk
610784,MICRO RNA 29C; MIR29C,Asterisk
610785,PDLIM1-INTERACTING KINASE 1-LIKE; PDIK1L,Asterisk
610786,SRC KINASE SIGNALING INHIBITOR 1; SRCIN1,Asterisk
610787,PRAC2 SMALL NUCLEAR PROTEIN; PRAC2,Asterisk
610788,"SOLUTE CARRIER FAMILY 35 (3-PRIME-PHOSPHOADENOSINE 5-PRIME-PHOSPHOSULFATE TRANSPORTER), MEMBER B2; SLC35B2",Asterisk
610789,p53 AND DNA DAMAGE-REGULATED 1; PDRG1,Asterisk
610790,"SOLUTE CARRIER FAMILY 35, MEMBER B1; SLC35B1",Asterisk
610791,"SOLUTE CARRIER FAMILY 43 (L-TYPE AMINO ACID TRANSPORTER), MEMBER 2; SLC43A2",Asterisk
610792,"SOLUTE CARRIER FAMILY 22, MEMBER 25; SLC22A25",Asterisk
610793,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, KIDNEY), MEMBER 30; SLC25A30",Asterisk
610794,ZINC FINGER PROTEIN 323; ZNF323,Asterisk
610795,SORBIN AND SH3 DOMAINS-CONTAINING PROTEIN 3; SORBS3,Asterisk
610796,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, ADENINE NUCLEOTIDE TRANSLOCATOR), MEMBER 31; SLC25A31",Asterisk
610797,"EPIPHYSEAL DYSPLASIA, BAUMANN TYPE",
610798,IMMUNODEFICIENCY DUE TO DEFECT IN MAPBP-INTERACTING PROTEIN,Number Sign
610799,"INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 1; IPD1",Number Sign
610800,"AUTOPHAGY 10, S. CEREVISIAE, HOMOLOG OF; ATG10",Asterisk
610801,"SOLUTE CARRIER FAMILY 41, MEMBER 1; SLC41A1",Asterisk
610802,"SOLUTE CARRIER FAMILY 41, MEMBER 2; SLC41A2",Asterisk
610803,"SOLUTE CARRIER FAMILY 41, MEMBER 3; SLC41A3",Asterisk
610804,"SOLUTE CARRIER FAMILY 35 (UDP-GLUCURONIC ACID/UDP-N-ACETYLGALACTOSAMINE DUAL TRANSPORTER), MEMBER D1; SLC35D1",Asterisk
610805,CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 1; CAKUT1,Number Sign
610806,"TBC1 DOMAIN FAMILY, MEMBER 3C; TBC1D3C",Asterisk
610807,"TBC1 DOMAIN FAMILY, MEMBER 3D; TBC1D3D",Asterisk
610808,"TBC1 DOMAIN FAMILY, MEMBER 3E; TBC1D3E",Asterisk
610809,"TBC1 DOMAIN FAMILY, MEMBER 3F; TBC1D3F",Asterisk
610810,"TBC1 DOMAIN FAMILY, MEMBER 3G; TBC1D3G",Asterisk
610811,"TBC1 DOMAIN FAMILY, MEMBER 3H; TBC1D3H",Asterisk
610812,"HYDROCEPHALUS-INDUCING, MOUSE, HOMOLOG OF; HYDIN",Asterisk
610813,"HYDROCEPHALUS-INDUCING, MOUSE, HOMOLOG OF, 2; HYDIN2",Asterisk
610814,MOVED TO 601186,Caret
610815,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, FOLATE), MEMBER 32; SLC25A32",Asterisk
610816,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, PYRIMIDINE NUCLEOTIDE TRANSPORTER), MEMBER 33; SLC25A33",Asterisk
610817,"SOLUTE CARRIER FAMILY 25, MEMBER 34; SLC25A34",Asterisk
610818,"SOLUTE CARRIER FAMILY 25, MEMBER 35; SLC25A35",Asterisk
610819,"SOLUTE CARRIER FAMILY 25, MEMBER 38; SLC25A38",Asterisk
610820,"SOLUTE CARRIER FAMILY 25, MEMBER 39; SLC25A39",Asterisk
610821,"SOLUTE CARRIER FAMILY 25, MEMBER 40; SLC25A40",Asterisk
610822,"SOLUTE CARRIER FAMILY 25, MEMBER 41; SLC25A41",Asterisk
610823,"SOLUTE CARRIER FAMILY 25, MEMBER 42; SLC25A42",Asterisk
610824,"SOLUTE CARRIER FAMILY 25, MEMBER 44; SLC25A44",Asterisk
610825,"SOLUTE CARRIER FAMILY 25, MEMBER 45; SLC25A45",Asterisk
610826,"SOLUTE CARRIER FAMILY 25, MEMBER 46; SLC25A46",Asterisk
610827,ZINC FINGER PROTEIN 335; ZNF335,Asterisk
610828,HOLOPROSENCEPHALY 7; HPE7,Number Sign
610829,HOLOPROSENCEPHALY 9; HPE9,Number Sign
610830,POLYOSTEOLYSIS-HYPEROSTOSIS SYNDROME,
610831,"TBC1 DOMAIN FAMILY, MEMBER 10C; TBC1D10C",Asterisk
610832,"FANCONI ANEMIA, COMPLEMENTATION GROUP N; FANCN",Number Sign
610833,N-ACETYLTRANSFERASE 5; NAT5,Asterisk
610834,N-ACETYLTRANSFERASE 13; NAT13,Asterisk
610835,NMDA RECEPTOR-REGULATED 2; NARG2,Asterisk
610836,"AUTISM, SUSCEPTIBILITY TO, 11; AUTS11",Percent
610837,BCL2-LIKE 12; BCL2L12,Asterisk
610838,"AUTISM, SUSCEPTIBILITY TO, 12; AUTS12",Percent
610839,OSTEOARTHRITIS SUSCEPTIBILITY 4; OS4,Percent
610840,MITRAL VALVE PROLAPSE 3; MVP3,Percent
610841,STROMAL INTERACTION MOLECULE 2; STIM2,Asterisk
610842,PSEUDOXANTHOMA ELASTICUM-LIKE DISORDER WITH MULTIPLE COAGULATION FACTOR DEFICIENCY,Number Sign
610843,"UBIQUINOL-CYTOCHROME C REDUCTASE COMPLEX, 7.2-KD SUBUNIT",Asterisk
610844,SPG11 GENE; SPG11,Asterisk
610845,"SOLUTE CARRIER FAMILY 35 (3-PRIME-PHOSPHOADENOSINE 5-PRIME-PHOSPHOSULFATE TRANSPORTER), MEMBER B3; SLC35B3",Asterisk
610846,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 10; LRRC10,Asterisk
610847,ZINC FINGER PROTEIN 322A; ZNF322A,Asterisk
610848,RAB15 EFFECTOR PROTEIN; REP15,Asterisk
610849,"TUBULIN TYROSINE LIGASE-LIKE FAMILY, MEMBER 6; TTLL6",Asterisk
610850,XPA-BINDING PROTEIN 2; XAB2,Asterisk
610851,CHROMOSOME 4 OPEN READING FRAME 16; C4ORF16,Asterisk
610852,"CILIARY DYSKINESIA, PRIMARY, 6; CILD6",Number Sign
610853,AT HOOK-CONTAINING TRANSCRIPTION FACTOR 1; AHCTF1,Asterisk
610854,MOVED TO 610682,Caret
610855,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 26; ANKRD26,Asterisk
610856,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 30A; ANKRD30A,Asterisk
610857,SMALL BREAST EPITHELIAL MUCIN,Asterisk
610858,"RNA TRANSCRIPTION, TRANSLATION, AND TRANSPORT FACTOR; RTRAF",Asterisk
610859,CAPPING PROTEIN REGULATOR AND MYOSIN 1 LINKER 2; CARMIL2,Asterisk
610860,"AMYLO-1,6-GLUCOSIDASE, 4-ALPHA-GLUCANOTRANSFERASE; AGL",Asterisk
610861,SPECTRIN REPEAT-CONTAINING NUCLEAR ENVELOPE PROTEIN 3; SYNE3,Asterisk
610862,"DELTA(4)-DESATURASE, SPHINGOLIPID, 2; DEGS2",Asterisk
610863,"GUANINE NUCLEOTIDE-BINDING PROTEIN, BETA-4; GNB4",Asterisk
610864,LQK1 PROTEIN,Asterisk
610865,FELINE LEUKEMIA VIRUS SUBGROUP C RECEPTOR 2; FLVCR2,Asterisk
610866,URIDINE/CYTIDINE KINASE-LIKE 1; UCKL1,Asterisk
610867,LEUCINE-RICH REPEAT TRANSMEMBRANE PROTEIN 1: LRRTM1,Asterisk
610868,LEUCINE-RICH REPEAT TRANSMEMBRANE PROTEIN 2; LRRTM2,Asterisk
610869,LEUCINE-RICH REPEAT TRANSMEMBRANE PROTEIN 3; LRRTM3,Asterisk
610870,LEUCINE-RICH REPEAT TRANSMEMBRANE PROTEIN 4; LRRTM4,Asterisk
610871,SAKODA COMPLEX,
610872,IBR DOMAIN-CONTAINING PROTEIN 3; IBRDC3,Asterisk
610873,"MENARCHE, AGE AT, QUANTITATIVE TRAIT LOCUS 1; MENAQ1",Percent
610874,SPERMATOGENESIS AND CENTRIOLE-ASSOCIATED 1; SPATC1,Asterisk
610875,"SAPS DOMAIN FAMILY, MEMBER 1; SAPS1",Asterisk
610876,HECT DOMAIN- AND ANKYRIN REPEAT-CONTAINING E3 UBIQUITIN PROTEIN LIGASE 1; HACE1,Asterisk
610877,"SAPS DOMAIN FAMILY, MEMBER 2; SAPS2",Asterisk
610878,VESICOURETERAL REFLUX 2; VUR2,Number Sign
610879,"SAPS DOMAIN FAMILY, MEMBER 3; SAPS3",Asterisk
610880,CHROMOSOME 11 OPEN READING FRAME 24; C11ORF24,Asterisk
610881,LYSINE-SPECIFIC METHYLTRANSFERASE 5B; KMT5B,Asterisk
610882,SJOGREN SYNDROME NUCLEAR AUTOANTIGEN 1; SSNA1,Asterisk
610883,POTOCKI-LUPSKI SYNDROME; PTLS,Number Sign
610884,CHROMOSOME 19 OPEN READING FRAME 40; C19ORF40,Asterisk
610885,"ESSENTIAL MEIOTIC ENDONUCLEASE 1, S. POMBE, HOMOLOG OF, 1; EME1",Asterisk
610886,"ESSENTIAL MEIOTIC ENDONUCLEASE 1, S. POMBE, HOMOLOG OF, 2; EME2",Asterisk
610887,"POLYMERASE, DNA, NU; POLN",Asterisk
610888,GASTRIC CANCER-RELATED GENE 224,Asterisk
610889,IMPORTIN 11; IPO11,Asterisk
610890,REGULATOR OF G PROTEIN SIGNALING 7-BINDING PROTEIN; RGS7BP,Asterisk
610891,"FAMILY WITH SEQUENCE SIMILARITY 102, MEMBER A; FAM102A",Asterisk
610892,SYNAPTOTAGMIN 14-LIKE PROTEIN; SYT14L,Asterisk
610893,"CHMP FAMILY, MEMBER 2A; CHMP2A",Asterisk
610894,NEUREGULIN 4; NRG4,Asterisk
610895,"WAP, FOLLISTATIN, IMMUNOGLOBULIN, KUNITZ, AND NTR DOMAINS-CONTAINING PROTEIN 2; WFIKKN2",Asterisk
610896,BRANCHIOOTORENAL SYNDROME 2; BOR2,Number Sign
610897,"CHMP FAMILY, MEMBER 4B; CHMP4B",Asterisk
610898,"SUPRANUCLEAR PALSY, PROGRESSIVE, 3; PSNP3",Percent
610899,"CHMP FAMILY, MEMBER 4C; CHMP4C",Asterisk
610900,"CHMP FAMILY, MEMBER 5; CHMP5",Asterisk
610901,"CHMP FAMILY, MEMBER 6; CHMP6",Asterisk
610902,CHROMOSOME 6 OPEN READING FRAME 55; C6ORF55,Asterisk
610903,"VACUOLAR PROTEIN SORTING 36, S. CEREVISIAE, HOMOLOG OF; VPS36",Asterisk
610904,"SNF8, S. CEREVISIAE, HOMOLOG OF; SNF8",Asterisk
610905,MOVED TO 225750,Caret
610906,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 4",Percent
610907,"VACUOLAR PROTEIN SORTING 25, S. CEREVISIAE, HOMOLOG OF; VPS25",Asterisk
610908,"AUTISM, SUSCEPTIBILITY TO, 13; AUTS13",Percent
610909,MINICHROMOSOME MAINTENANCE COMPLEX-BINDING PROTEIN; MCMBP,Asterisk
610910,"PULMONARY ALVEOLAR PROTEINOSIS, ACQUIRED",Percent
610911,RHO GTPase-ACTIVATING PROTEIN 31; ARHGAP31,Asterisk
610912,AMELOTIN; AMTN,Asterisk
610913,"SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 2; SMDP2",Number Sign
610914,ECTO-NOX DISULFIDE-THIOL EXCHANGER 1; ENOX1,Asterisk
610915,"OSTEOGENESIS IMPERFECTA, TYPE VIII; OI8",Number Sign
610916,"NOP2/SUN RNA METHYLTRANSFERASE FAMILY, MEMBER 2; NSUN2",Asterisk
610917,RAS-ASSOCIATED PROTEIN 34; RAB34,Asterisk
610918,SELENOPROTEIN M; SELENOM,Asterisk
610919,GTP-BINDING PROTEIN 5; GTPBP5,Asterisk
610920,GTP-BINDING PROTEIN 10; GTPBP10,Asterisk
610921,"SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 3; SMDP3",Number Sign
610922,NUCLEAR PORE ASSOCIATED PROTEIN 1; NPAP1,Asterisk
610923,"SOLUTE CARRIER FAMILY 35 (UDP-XYLOSE/UDP-N-ACETYLGLUCOSAMINE TRANSPORTER), MEMBER B4; SLC35B4",Asterisk
610924,RANBP-TYPE AND C3HC4-TYPE ZINC FINGER-CONTAINING 1; RBCK1,Asterisk
610925,INTERLEUKIN 17 RECEPTOR C; IL17RC,Asterisk
610926,"TOOTH AGENESIS, SELECTIVE, 5; STHAG5",Percent
610927,"SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 9; SLEB9",Number Sign
610928,SRY-BOX 17; SOX17,Asterisk
610929,ORAI CALCIUM RELEASE-ACTIVATED CALCIUM MODULATOR 2; ORAI2,Asterisk
610930,ORAI CALCIUM RELEASE-ACTIVATED CALCIUM MODULATOR 3; ORAI3,Asterisk
610931,ZINC FINGER GENE IN AUTOIMMUNE THYROID DISEASE 1; ZFAT1,Asterisk
610932,"TWINFILIN, DROSOPHILA, HOMOLOG OF, 1; TWF1",Asterisk
610933,LEUCINE-RICH REPEAT- AND STERILE ALPHA MOTIF-CONTAINING 1; LRSAM1,Asterisk
610934,"NEWBORN OVARY HOMEOBOX, MOUSE, HOMOLOG OF; NOBOX",Asterisk
610935,"LIGAND-GATED ION CHANNEL, ZINC-ACTIVATED, 1; LGICZ1",Asterisk
610936,PHOSPHOSERINE AMINOTRANSFERASE 1; PSAT1,Asterisk
610937,RPGRIP1-LIKE; RPGRIP1L,Asterisk
610938,"CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 7; CHDS7",Number Sign
610939,MICRO RNA 192; MIR192,Asterisk
610940,MICRO RNA 194-1; MIR194-1,Asterisk
610941,MICRO RNA 194-2; MIR194-2,Asterisk
610942,MICRO RNA 204; MIR204,Asterisk
610943,MICRO RNA 215; MIR215,Asterisk
610944,MICRO RNA 216; MIR216,Asterisk
610945,MICRO RNA 296; MIR296,Asterisk
610946,MICRO RNA 133B; MIR133B,Asterisk
610947,"CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2; ADCAD2",Number Sign
610948,"HYPERTENSION, ESSENTIAL, SUSCEPTIBILITY TO, 7",Percent
610949,SYNAPTOTAGMIN 14; SYT14,Asterisk
610950,SYNAPTOTAGMIN 16; SYT16,Asterisk
610951,"CEROID LIPOFUSCINOSIS, NEURONAL, 7; CLN7",Number Sign
610952,CROOKED NECK PRE-mRNA SPLICING FACTOR-LIKE 1; CRNKL1,Asterisk
610953,"PIF1, S. CEREVISIAE, HOMOLOG OF; PIF1",Asterisk
610954,PITT-HOPKINS SYNDROME; PTHS,Number Sign
610955,"TRAFFICKING PROTEIN PARTICLE COMPLEX, SUBUNIT 3; TRAPPC3",Asterisk
610956,ASPARTYL-tRNA SYNTHETASE 2; DARS2,Asterisk
610957,TYROSYL-tRNA SYNTHETASE 2; YARS2,Asterisk
610958,1-ACYLGLYCEROL-3-PHOSPHATE O-ACYLTRANSFERASE 9; AGPAT9,Asterisk
610959,MICRO RNA 376A1; MIR376A1,Asterisk
610960,MICRO RNA 376A2; MIR376A2,Asterisk
610961,MICRO RNA 376B; MIR376B,Asterisk
610962,"SMG5, C. ELEGANS, HOMOLOG OF; SMG5",Asterisk
610963,"SMG6, C. ELEGANS, HOMOLOG OF; SMG6",Asterisk
610964,"SMG7, C. ELEGANS, HOMOLOG OF; SMG7",Asterisk
610965,XFE PROGEROID SYNDROME; XFEPS,Number Sign
610966,FAT MASS- AND OBESITY-ASSOCIATED GENE; FTO,Asterisk
610967,"OSTEOGENESIS IMPERFECTA, TYPE V; OI5",Number Sign
610968,"OSTEOGENESIS IMPERFECTA, TYPE XI; OI11",Number Sign
610969,"TRAFFICKING PROTEIN PARTICLE COMPLEX, SUBUNIT 1; TRAPPC1",Asterisk
610970,TRAFFICKING PROTEIN PARTICLE COMPLEX 2-LIKE; TRAPPC2L,Asterisk
610971,"TRAFFICKING PROTEIN PARTICLE COMPLEX, SUBUNIT 4; TRAPPC4",Asterisk
610972,ADHERENS JUNCTION-ASSOCIATED PROTEIN 1; AJAP1,Asterisk
610973,"MEMBRANE PROTEIN, PALMITOYLATED 7; MPP7",Asterisk
610974,ZINC FINGER PROTEIN 521; ZNF521,Asterisk
610975,"SKIN-, EMBRYO-, BRAIN-, AND OOCYTE-SPECIFIC HOMEOBOX",Asterisk
610976,"APOLIPOPROTEIN B mRNA EDITING ENZYME, CATALYTIC POLYPEPTIDE-LIKE 3H; APOBEC3H",Asterisk
610977,TETRACYCLINE TRANSPORTER-LIKE PROTEIN,Asterisk
610978,CHOREOATHETOSIS AND CONGENITAL HYPOTHYROIDISM WITH OR WITHOUT PULMONARY DYSFUNCTION; CAHTP,Number Sign
610979,DIPHOSPHOINOSITOL PENTAKISPHOSPHATE KINASE 1; PPIP5K1,Asterisk
610980,KCNQ1 DOWNSTREAM NEIGHBOR; KCNQ1DN,Asterisk
610981,WWBP2 N-TERMINAL-LIKE PROTEIN; WBP2NL,Asterisk
610982,INVERTED FORMIN 2; INF2,Asterisk
610983,MICRO RNA 376C; MIR376C,Asterisk
610984,COMPLEMENT FACTOR I DEFICIENCY; CFID,Number Sign
610985,UBIQUITIN E2 VARIANT AND LACTATE/MALATE DEHYDROGENASE DOMAINS-CONTAINING PROTEIN; UEVLD,Asterisk
610986,LEUCINE-RICH REPEAT KINASE 1; LRRK1,Asterisk
610987,N-ACYLSPHINGOSINE AMIDOHYDROLASE 2C; ASAH2C,Asterisk
610988,"LEPROSY, SUSCEPTIBILITY TO, 4; LPRS4",Number Sign
610989,LEMUR TYROSINE KINASE 2; LMTK2,Asterisk
610990,PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT 18; PPP1R18,Asterisk
610991,OBSCURIN-LIKE 1; OBSL1,Asterisk
610992,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY; PSATD,Number Sign
610993,UBIQUITIN-SPECIFIC PROTEASE 44; USP44,Asterisk
610994,TRANSMEMBRANE PROTEIN 189; TMEM189,Asterisk
610995,PRENYLCYSTEINE OXIDASE 1; PCYOX1,Asterisk
610996,"D-TYROSYL-tRNA DEACYLASE 1, S. CEREVISIAE, HOMOLOG OF; DTD1",Asterisk
610997,"PROSTATE CANCER, HEREDITARY, 9",Percent
610998,METEORIN; METRN,Asterisk
610999,"ENHANCER OF POLYCOMB, DROSOPHILA, HOMOLOG OF, 1; EPC1",Asterisk
611000,"ENHANCER OF POLYCOMB, DROSOPHILA, HOMOLOG OF, 2; EPC2",Asterisk
611001,MYST/ESA1-ASSOCIATED FACTOR 6; MEAF6,Asterisk
611002,TRANSMEMBRANE PROTEIN 204; TMEM204,Asterisk
611003,SMOKING AS A QUANTITATIVE TRAIT LOCUS 1; SQTL1,Percent
611004,SMOKING AS A QUANTITATIVE TRAIT LOCUS 2; SQTL2,Percent
611005,"MEX3, C. ELEGANS, HOMOLOG OF, C; MEX3C",Asterisk
611006,"IRON-SULFUR CLUSTER ASSEMBLY 1, S. CEREVISIAE, HOMOLOG OF; ISCA1",Asterisk
611007,"MEX3, C. ELEGANS, HOMOLOG OF, A; MEX3A",Asterisk
611008,"MEX3, C. ELEGANS, HOMOLOG OF, B; MEX3B",Asterisk
611009,"MEX3, C. ELEGANS, HOMOLOG OF, D; MEX3D",Asterisk
611010,"FIBROMATOSIS, GINGIVAL, 4; GINGF4",Percent
611011,TRANSMEMBRANE PROTEIN 259; TMEM259,Asterisk
611012,REGULATOR OF G PROTEIN SIGNALING-LIKE 1; RGSL1,Asterisk
611013,REGULATOR OF G PROTEIN SIGNALING-LIKE 2; RGSL2,Asterisk
611014,"HYPERTENSION, ESSENTIAL, SUSCEPTIBILITY TO, 8; HYT8",Percent
611015,"AUTISM, SUSCEPTIBILITY TO, 9; AUTS9",Percent
611016,"AUTISM, SUSCEPTIBILITY TO, 10; AUTS10",Percent
611017,TRYPSIN DOMAIN-CONTAINING PROTEIN 1; TYSND1,Asterisk
611018,POLYADENYLATE-BINDING PROTEIN-INTERACTING PROTEIN 2B; PAIP2B,Asterisk
611019,"ATPase, H+ TRANSPORTING, LYSOSOMAL, 9-KD, V0 SUBUNIT E2; ATP6V0E2",Asterisk
611020,MICRO RNA 21; MIR21,Asterisk
611021,"NMD3, S. CEREVISIAE, HOMOLOG OF; NMD3",Asterisk
611022,"DEAFNESS, AUTOSOMAL RECESSIVE 24; DFNB24",Number Sign
611023,"tRNA METHYLTRANSFERASE 5, S. CEREVISIAE, HOMOLOG OF; TRMT5",Asterisk
611024,ZINC FINGER PROTEIN 667; ZNF667,Asterisk
611025,"ENKURIN, TRPC CHANNEL-INTERACTING PROTEIN; ENKUR",Asterisk
611026,FATTY ACID 2-HYDROXYLASE; FA2H,Asterisk
611027,SHC SH2 DOMAIN-BINDING PROTEIN 1; SHCBP1,Asterisk
611028,TRANSMEMBRANE PROTEIN 30A; TMEM30A,Asterisk
611029,TRANSMEMBRANE PROTEIN 30B; TMEM30B,Asterisk
611030,TRANSMEMBRANE PROTEIN 30C; TMEM30C,Asterisk
611031,EPISODIC KINESIGENIC DYSKINESIA 2; EKD2,Percent
611032,SPERMATOGENESIS-ASSOCIATED PROTEIN 17; SPATA17,Asterisk
611033,CHROMOSOME 11 OPEN READING FRAME 21; C11ORF21,Asterisk
611034,"SOLUTE CARRIER FAMILY 17 (ORGANIC ANION TRANSPORTER), MEMBER 3; SLC17A3",Asterisk
611035,APRATAXIN- AND PNKP-LIKE FACTOR; APLF,Asterisk
611036,"SOLUTE CARRIER FAMILY 2 (FACILITATED GLUCOSE TRANSPORTER), MEMBER 13; SLC2A13",Asterisk
611037,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, PHOSPHATE CARRIER), MEMBER 26; SLC25A26",Asterisk
611038,"MICROPHTHALMIA, ISOLATED 3; MCOP3",Number Sign
611039,"SOLUTE CARRIER FAMILY 2 (FACILITATED GLUCOSE TRANSPORTER), MEMBER 14; SLC2A14",Asterisk
611040,"MICROPHTHALMIA, ISOLATED 5; MCOP5",Number Sign
611041,TRIPARTITE MOTIF-CONTAINING PROTEIN 47; TRIM47,Asterisk
611042,LATE CORNIFIED ENVELOPE-LIKE PROLINE-RICH 1; LELP1,Asterisk
611043,"LIN28, C. ELEGANS, HOMOLOG OF, A; LIN28A",Asterisk
611044,"LIN28, C. ELEGANS, HOMOLOG OF, B; LIN28B",Asterisk
611045,"GLUCOSE-6-PHOSPHATASE, CATALYTIC, 3; G6PC3",Asterisk
611046,"MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO, 2",Percent
611047,RETINOIC ACID EARLY TRANSCRIPT 1L; RAET1L,Asterisk
611048,"PROTEIN PHOSPHATASE 1, REGULATORY SUBUNIT 15A; PPP1R15A",Asterisk
611049,"SOLUTE CARRIER FAMILY 17, MEMBER 2; SLC17A2",Asterisk
611050,LEUCINE ZIPPER PROTEIN 6; LUZP6,Asterisk
611051,COILED-COIL DOMAIN-CONTAINING PROTEIN 50; CCDC50,Asterisk
611052,SET DOMAIN-CONTAINING PROTEIN 1A; SETD1A,Asterisk
611053,RUN DOMAIN AND SH3 DOMAIN-CONTAINING PROTEIN 2; RUSC2,Asterisk
611054,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, F POLYPEPTIDE-INTERACTING PROTEIN ALPHA-1; PPFIA1",Asterisk
611055,SET DOMAIN-CONTAINING PROTEIN 1B; SETD1B,Asterisk
611056,SELENOCYSTEINE LYASE; SCLY,Asterisk
